transaction_id,account_id,account_type,timestamp,amount,transaction_type,merchant,location,is_foreign,is_high_risk_country,opening_balance,closing_balance,is_fraud,fraud_reasons
e2573090-1d18-4737-8433-50838c94632b,50d02695-0f38-463d-adae-c445ec50f799,checking,2025-02-11T21:32:05.686188,1163.28,transfer,Robinson and Sons,Hernandezstad,False,False,24782.66,23619.38,False,
537aa7a5-3da5-4bf3-8127-87b31a0fd31c,8cc577b1-0b93-4502-b8d6-7e7dd1a69f12,credit,2025-03-18T00:59:48.911866,1195.16,purchase,"Durham, Todd and Pham",Port John,False,False,83576.93,82381.77,False,
f3dc1eab-2d15-4bec-9cab-5004debdb1a8,8375a8ef-64f9-4f5e-8fad-5bb1d2351ed7,credit,2025-01-12T07:19:34.725112,1214.39,deposit,Fox PLC,Christianshire,False,False,86217.19,87431.58,False,
f10c8219-627b-4820-9ab5-59db165d2195,65c7a13e-bd53-45e1-9a2a-d109f66f5f53,checking,2025-02-14T12:23:30.964888,384.21,payment,"Leach, Harris and Herrera",West Melissa,True,False,98536.93,98921.14,False,
518a475d-4eb2-4f47-ab17-424993251e51,dd7e6918-dd3c-4657-999d-6ae4d0d619e7,checking,2025-01-14T07:02:52.179534,865.44,withdrawal,"Harris, Aguilar and Davis",Stokesmouth,False,False,22823.62,21958.18,False,
b8b9fda0-8264-4936-b383-a92648d2a3ef,cfebf3cf-8f60-4b1f-bd7a-8c1b9a0b9580,checking,2025-03-14T20:55:35.012875,631.26,payment,Bryant-Brown,Chambersport,False,False,56223.92,56855.18,False,
01aceabf-5bcc-4c29-9524-180e69b47213,1ed2232f-2e9e-455c-8c6d-5410509a42b0,savings,2025-02-12T16:31:15.142063,622.02,payment,Scott-Smith,New Charles,False,False,68776.81,69398.83,False,
9eb6f21b-9b10-4635-a264-d271da65f7ae,8a652556-1d68-40cb-8e53-9de848229b88,savings,2025-01-19T03:12:12.950485,1111.05,withdrawal,"Brown, Mcknight and Michael",South Anthonychester,False,False,70115.8,69004.75,False,
904c8625-d515-4bc1-ab7a-78845559c1c3,d3320fd8-15b3-4b02-8e97-ba3625ad7999,credit,2025-02-15T04:35:04.526400,1232.95,transfer,Cannon Ltd,Brooksfurt,False,False,20913.96,19681.01,False,
4c8ab74e-3180-4ffb-b93b-1a4c3b8fb59c,0ed46fe4-e5f5-44bf-a48d-3360e9cbae13,checking,2025-01-12T22:51:38.755389,577.39,withdrawal,Bennett-Vega,Lake Michelle,False,False,36837.65,36260.26,False,
51445211-5a61-44e1-880d-0330d7dcb53f,cfebf3cf-8f60-4b1f-bd7a-8c1b9a0b9580,checking,2025-02-16T15:33:57.384803,886.36,deposit,"Long, Anderson and Irwin",Port Andrewport,False,False,56855.18,57741.54,False,
1f4f3dff-718f-4a0e-9049-e272699310d5,a75e6f8d-0c59-4cbc-bcae-1c87e5152c73,savings,2025-01-28T18:32:03.989213,1319.41,transfer,"Stephens, Patel and Morrow",South Michael,False,False,12074.9,10755.49,False,
b61f9e5a-00ce-4453-9727-70c094a97696,65c7a13e-bd53-45e1-9a2a-d109f66f5f53,checking,2025-03-01T20:11:08.955204,1637.75,purchase,"Cannon, Johnson and Keller",East Jamieville,False,False,98921.14,97283.39,False,
88b49244-99ad-4bb3-b0c8-6783ad2ad08d,3c6b9395-7788-4bb8-9887-f6f0d4971832,credit,2025-02-14T05:26:00.299928,1614.09,transfer,Harper-Warner,East Joyfurt,False,False,28540.88,26926.79,False,
5d6f14f2-7975-49c2-9da7-7d559daf11f1,d3320fd8-15b3-4b02-8e97-ba3625ad7999,credit,2025-02-02T03:07:28.704301,1967.95,transfer,"Robinson, Shields and Brown",Jimshire,False,False,19681.01,17713.06,False,
3604d493-2bcc-45cb-9315-97c95aff1da4,966999ef-0769-4dff-a2da-fb874940ad8a,checking,2025-02-11T16:00:31.258114,831.81,deposit,"Barton, Cardenas and Young",Lake Adriana,False,False,11118.82,11950.63,False,
68429b50-1102-440b-9b74-a6a20717b129,59fc4189-9336-46ca-8bfa-66780e3d9d84,credit,2025-02-26T00:04:26.151122,991.28,deposit,Brown-Fry,Lake Erika,False,False,69109.4,70100.68,False,
fd5b36b7-c35e-4360-a962-183f32a291b8,74b86173-7604-42f5-b45f-850f806af9a9,credit,2025-03-12T03:42:27.277915,1557.95,purchase,Compton Ltd,Floydmouth,False,False,17347.57,15789.62,False,
133729ad-0677-42b1-a08f-57f63f997f28,8cc577b1-0b93-4502-b8d6-7e7dd1a69f12,credit,2025-01-31T07:11:43.007201,1117.02,purchase,Hernandez-Bennett,Allenbury,False,False,82381.77,81264.75,False,
ecece99a-c058-40e1-b413-5c30f3853041,9779bd4a-a4c0-4610-9bf0-1347d9fece47,checking,2025-02-23T09:32:45.491102,271.01,deposit,"Thomas, Ford and Brown",Faulknerside,False,False,27506.35,27777.36,False,
d69f92d5-9c34-42dc-999e-6d691e622bd3,13643409-b6ec-41dc-9ddd-6c5692b65028,credit,2025-02-23T23:11:33.953014,1227.24,deposit,Sanchez-Harris,South Melanieland,False,False,-84564.95,-83337.71,False,
d3b08531-baaa-447e-b44d-bdc8a9635d9b,d48181a2-d987-469b-b151-b4c355ac1dad,savings,2025-03-14T23:24:19.005282,894.6,payment,Williams Group,Port Charlesshire,False,False,38017.47,38912.07,False,
e248fc4b-09e8-4c97-9aec-d967709bf8dc,2884bdd4-7d8f-4dd4-89b3-81ba189cefb2,checking,2025-01-22T08:09:41.360492,522.09,deposit,"Robinson, Clark and Meadows",Susantown,False,False,53382.32,53904.41,False,
678c56ee-fb60-4dfa-947d-c31931e1f2ca,526f4489-b951-406b-bcb6-1079b91ef6a9,checking,2025-02-09T23:04:32.164551,971.77,payment,Hayden Inc,Rochaborough,False,False,28519.39,29491.16,False,
a3e1afb5-04ea-4965-8c55-26e1d31c313e,3d638a97-719f-48a5-805d-be24e5e07260,savings,2025-02-01T01:46:48.274161,1428.52,purchase,Arnold LLC,Owensstad,False,False,9479.69,8051.17,False,
292b47c9-a522-4184-bbcd-b34250615e10,1ed2232f-2e9e-455c-8c6d-5410509a42b0,savings,2025-03-18T17:39:21.137117,1786.59,withdrawal,Hunt-Crawford,Port Tinafort,True,False,69398.83,67612.24,False,
a016be60-7c04-4e48-9d93-1a43eeddffe5,bd8562ca-ddc0-40d8-84b6-1fecf720f4e4,credit,2025-03-16T16:23:03.425418,1414.31,transfer,Rocha-Wood,Williamsbury,True,False,46426.33,45012.02,False,
786ed105-04f9-4254-a874-59e5a03bd54c,9eb91e27-4b8d-45be-bf75-b88f56f85acb,credit,2025-02-03T05:37:49.067805,129.22,deposit,Green PLC,Phillipsborough,False,False,60599.85,60729.07,False,
47d3c304-c8ab-41e9-a4b9-7d23b331fa71,e95ef6ac-4f49-4895-a083-2fc13d711a09,credit,2025-04-08T09:03:50.303708,1892.39,payment,Hudson-Sanchez,Jonathanfort,True,False,17942.73,19835.12,False,
999b8f14-ccec-4222-ae91-3f5de4fc2cb6,8a652556-1d68-40cb-8e53-9de848229b88,savings,2025-02-19T04:46:21.368609,16.76,deposit,"Singh, Murray and Oconnor",Garyside,False,False,69004.75,69021.51,False,
8c15e726-48a5-49a4-ae60-8d9595aac302,f4b3f06d-4127-4db8-bc0c-e6d0849e749f,checking,2025-02-11T13:11:03.986322,1078.75,deposit,"Mooney, Bernard and Warren",Port Elizabethtown,False,False,84325.27,85404.02,False,
364ee409-7489-4cbd-adb6-c459f4e3d306,53b4cd94-1754-45e5-aec1-f8673b01cab7,credit,2025-03-08T10:10:53.714913,88649.34,deposit,"Hall, Mann and Smith",Brooksfort,False,False,34677.37,123326.71,True,simulated_high_amount
04b77301-3bfb-42d1-85da-3ce7d5983d42,d3320fd8-15b3-4b02-8e97-ba3625ad7999,credit,2025-03-14T18:17:49.586934,1339.4,withdrawal,Smith PLC,Smithhaven,False,False,17713.06,16373.66,False,
d383549a-61e2-4a1b-b494-d710c86c3c45,0ed46fe4-e5f5-44bf-a48d-3360e9cbae13,checking,2025-01-11T18:46:15.336375,1839.49,deposit,"Madden, Smith and Li",Drakeburgh,False,False,36260.26,38099.75,False,
43984597-c668-489a-adcd-df5378aa307d,8cd115a0-63ac-47a0-ad73-daedf4f21548,credit,2025-03-24T03:13:40.890799,1185.83,deposit,Warren and Sons,New Alisha,False,False,7885.96,9071.79,False,
f515606c-d481-4324-8b3f-9aca48fdabb3,53b4cd94-1754-45e5-aec1-f8673b01cab7,credit,2025-04-10T18:25:53.784598,275.72,deposit,Norton-Miller,Stevensbury,False,False,123326.71,123602.43,False,
9b3de5a4-3233-4ea6-8a96-1a481afb0d28,fb342c58-247e-402e-9417-13a42710ddc8,savings,2025-02-25T16:27:32.213570,761.31,withdrawal,Evans Inc,North Richardfurt,False,False,66315.33,65554.02,False,
c278e055-f3b8-42e0-a045-f365b35be3b8,d3320fd8-15b3-4b02-8e97-ba3625ad7999,credit,2025-02-13T17:12:52.672672,1523.65,withdrawal,Walsh Ltd,North Vincent,False,False,16373.66,14850.01,False,
8ec03bf9-1ed8-41a4-998e-b16a2883dcc4,0ed46fe4-e5f5-44bf-a48d-3360e9cbae13,checking,2025-01-22T07:13:00.186049,1670.65,withdrawal,Vision Corp,New Samanthabury,False,False,38099.75,36429.1,True,simulated_blacklisted_merchant
00cce5d8-999c-4112-bfc9-eb3741a4cfe3,b18464b2-b002-458d-8c33-bb538d71096f,savings,2025-02-26T18:35:39.278791,1302.04,transfer,"Clay, Alvarez and Williams",Lake Saraside,False,False,22645.16,21343.12,False,
9e9e04a7-9c07-463c-9b7a-624ed7de42c2,ed6ce4fb-5fa3-4487-a45c-2c9eb6bf82e8,checking,2025-04-04T14:03:53.133032,1899.48,purchase,White LLC,East Brendafurt,False,False,96471.93,94572.45,False,
6ba9d753-fb2d-4740-bed6-581abd40cd52,9647a9ea-1846-49f6-82a3-3d321835f1a7,savings,2025-02-03T10:08:19.960662,309.0,payment,Martin-Allen,Rhodesside,False,False,71601.48,71910.48,False,
f159df6a-c4e2-47ac-a50f-2fbe41b81e7e,d3320fd8-15b3-4b02-8e97-ba3625ad7999,credit,2025-01-24T09:20:07.754656,1895.78,payment,"Taylor, Hinton and Ramsey",Brianchester,False,False,14850.01,16745.79,False,
3d1a0fc0-9528-4dc4-860f-db85eadeee99,291b8692-4cd9-4a56-8247-f8df949fa180,checking,2025-01-03T23:38:10.620476,339.74,withdrawal,Peterson PLC,Novakmouth,False,False,83111.06,82771.32,False,
9ee7510e-f5cf-4bad-b28c-04520c4960ec,574ef9e7-95de-40f3-bcc9-8da3a68c83dd,savings,2025-02-07T19:48:02.614431,1929.62,transfer,Bowers-Hayes,West Angela,False,False,87181.34,85251.72,False,
6f6a5632-c3b3-4fe0-b455-58476109cd96,50d02695-0f38-463d-adae-c445ec50f799,checking,2025-03-22T09:44:10.336574,1153.71,withdrawal,Frazier Ltd,Millerport,False,False,23619.38,22465.67,False,
6d10b5dd-ecc4-457a-a1d0-6864c639ad27,cf1d66fb-9e17-4655-b8c1-f4cf9aaddc05,checking,2025-02-06T08:11:26.468227,1883.23,deposit,"Jones, Adams and James",Lake Peter,False,False,15082.65,16965.88,False,
0bb40461-7334-44be-b84d-65db33add50a,526f4489-b951-406b-bcb6-1079b91ef6a9,checking,2025-01-11T07:12:01.904070,1395.9,purchase,Smith LLC,Wardview,False,False,29491.16,28095.26,False,
dd4537e7-c2af-4071-9984-ee58d7351b96,1ed2232f-2e9e-455c-8c6d-5410509a42b0,savings,2025-02-05T15:46:55.023483,1566.36,payment,Lopez Group,Garcialand,False,False,67612.24,69178.6,False,
2ba89501-7f49-4f28-9f8c-3d17b69a5141,fb4b076e-a06e-475b-ad77-9725b8ea4fdd,savings,2025-02-09T01:43:05.469400,142.57,withdrawal,Carlson LLC,Smithchester,False,False,76787.57,76645.0,False,
a9b6b66a-81e1-4ad4-b31d-db65ef0da37f,62eb6ac0-c7c5-458a-b0e7-999c0513fddc,savings,2025-03-11T01:07:38.575672,1645.55,deposit,Hardy PLC,New Adriana,False,False,37647.92,39293.47,False,
5a8c904a-535e-47e3-82c1-d51e4de8c8f1,b7287f2c-06e8-4a8d-8d93-ad6d96554b5e,savings,2025-01-17T20:18:56.243423,1416.08,deposit,Taylor LLC,Trevorland,False,False,54398.52,55814.6,False,
45e03d20-80f1-49b7-843d-0db58327cb75,991e8119-5b1e-4aed-a55f-9dda46a52341,checking,2025-03-14T15:10:11.711140,1617.36,payment,Fisher-Washington,West Johnathanbury,False,False,28509.26,30126.62,False,
2a8bc197-a3cb-417e-aefb-733eda5f1e69,8f16d08b-b3c6-4c26-a548-c3ea1cf027c4,checking,2025-02-03T11:19:02.553857,873.97,deposit,Wheeler-Gonzalez,East Kevinfurt,False,False,22050.03,22924.0,False,
154e449b-c176-4979-9979-588962aff130,b7287f2c-06e8-4a8d-8d93-ad6d96554b5e,savings,2025-01-31T06:28:01.642250,1704.17,withdrawal,"James, Atkins and Alexander",Ochoaberg,False,False,55814.6,54110.43,False,
95d92d2b-75f3-428f-997a-2cab5dbbab3e,7ee8a263-be67-46f6-a314-afa41011c002,checking,2025-03-16T00:57:42.979306,1763.85,withdrawal,"Valentine, Harris and Edwards",Novakport,False,False,1321.29,-442.56,False,
c78d8b2b-d7ea-422c-ab5a-27665aefcb60,d467a176-3586-4a3d-b82e-934ef83ba77a,credit,2025-02-06T18:37:31.127637,1222.61,payment,"Henry, Johnston and Sanchez",Ramirezfurt,False,False,69128.03,70350.64,False,
ea67369e-f354-4b36-ae90-3e18878d761a,d1f0b776-6749-4c4b-ae06-b4e802c02a87,savings,2025-02-14T04:12:19.854340,1702.65,deposit,"Gonzalez, Osborn and White",Lake Stevenborough,False,False,95764.09,97466.74,False,
25b8f492-f741-4a59-90ce-c5773034a35f,9779bd4a-a4c0-4610-9bf0-1347d9fece47,checking,2025-03-05T19:26:15.025120,1596.68,withdrawal,Guerra-Jones,Chambersberg,False,False,27777.36,26180.68,False,
466fe7ba-15cd-4212-8163-297efb035b3e,5cc81b68-7659-4371-9850-d513e8b6b8ce,credit,2025-02-15T05:51:55.027256,25.25,payment,King and Sons,Mccormickland,False,False,13357.79,13383.04,False,
674785b0-2e88-4ecc-a47b-2e22bb826574,3b7d60de-b00e-450f-bcbe-ddda60ec0c47,savings,2025-03-12T16:35:09.629596,1441.55,transfer,"Mendoza, Morales and Hunter",Stephensstad,False,False,90636.58,89195.03,False,
e63ae3f6-dac4-4039-91ef-4b7c3d305e5d,9eb91e27-4b8d-45be-bf75-b88f56f85acb,credit,2025-01-17T18:12:52.591880,1293.58,deposit,"Wheeler, Rocha and Rodriguez",Lake Elizabeth,False,False,60729.07,62022.65,False,
06d5190e-2172-466c-adb6-2fd24e7f445f,b7287f2c-06e8-4a8d-8d93-ad6d96554b5e,savings,2025-04-08T07:09:01.372796,592.0,purchase,"Williams, Terrell and Byrd",Rasmussenmouth,False,False,54110.43,53518.43,False,
1dedf64f-79b6-4c35-aa3d-b797afaa6d1c,1716a2e6-ae06-4e32-91e5-7d84273ef946,savings,2025-02-26T05:15:19.297424,1329.6,withdrawal,Rodriguez-Garcia,New Julie,False,False,91400.48,90070.88,False,
d58db411-e668-4c37-ab97-64bcfdbe67c4,7ee8a263-be67-46f6-a314-afa41011c002,checking,2025-02-18T15:21:50.703993,1993.28,deposit,"Johnston, Griffin and Myers",West Whitney,False,False,-442.56,1550.72,False,
1dd9fd2d-7379-4355-912a-29a8157937ac,cf1d66fb-9e17-4655-b8c1-f4cf9aaddc05,checking,2025-02-05T02:16:32.558571,545.48,deposit,Perry-Nixon,Port Sheliaberg,False,False,16965.88,17511.36,False,
64a8e615-6008-4975-960a-979354bc7090,9eb91e27-4b8d-45be-bf75-b88f56f85acb,credit,2025-02-14T03:30:23.976684,634.52,transfer,Gibson-Clark,Baileyville,False,False,62022.65,61388.13,False,
f315d6e5-99e0-4cb4-a073-fd78ec8dbc39,af91379e-e297-45a4-8277-bbd1ed1d6179,credit,2025-03-10T05:21:21.641471,436.69,transfer,"Chavez, Jones and Williams",North Melindaville,False,False,93728.8,93292.11,False,
da9e0d90-d3bb-4d3d-850e-07cbc745bd7a,83a15cf5-f518-4d1b-9655-34644732219d,savings,2025-01-17T03:12:57.522873,1666.09,purchase,Spears Ltd,New Greg,False,False,67993.25,66327.16,False,
dd6af0c6-a43e-4bc6-8bfd-21c01a3ffce1,62eb6ac0-c7c5-458a-b0e7-999c0513fddc,savings,2025-02-13T12:55:20.037170,608.02,transfer,"Simmons, Murray and Salinas",East Danielle,False,False,39293.47,38685.45,False,
c5dbc5b7-37ec-4115-bfc4-d694e1360085,37face77-fe2f-425f-a24b-29c7e584798e,credit,2025-01-01T10:45:37.520353,95.8,withdrawal,Mclaughlin and Sons,Vargasfurt,True,False,88659.72,88563.92,False,
432b4e6c-fcdf-402f-bea7-6d83663ddced,214b7121-0012-4730-ba29-733afe9b4a8e,credit,2025-01-19T20:04:40.882141,209.66,deposit,Harris Ltd,New Cristianside,True,False,87709.44,87919.1,False,
197560a8-98d0-4789-9fed-31a8e6c4a90d,50d02695-0f38-463d-adae-c445ec50f799,checking,2025-03-02T03:30:16.741609,684.71,deposit,Gonzalez-Wilson,Rosemouth,False,False,22465.67,23150.38,False,
50cb16f3-0d64-4be3-b4e4-6b4419413bc6,e95ef6ac-4f49-4895-a083-2fc13d711a09,credit,2025-04-03T13:25:09.808813,232.6,deposit,"Long, Wilson and Bell",Williamsonport,True,False,19835.12,20067.72,False,
5c3a6f69-29a9-41c8-ae64-e922bd653bb3,c8a3b6a4-90be-42ce-a95a-6fa84473540a,checking,2025-03-11T20:45:48.453165,302.65,transfer,"Miller, Anderson and Wilson",Darylstad,False,False,37050.42,36747.77,False,
654bf5db-557e-4796-9b48-9176762d13e7,bc8ac79f-ee11-466e-bee1-4ba8be48487a,savings,2025-03-11T20:45:16.983048,1987.87,purchase,"Price, Carlson and Andrews",Lopezside,False,False,7338.56,5350.69,False,
55c94989-1e95-40e4-a6b4-97fedcddc831,5cc81b68-7659-4371-9850-d513e8b6b8ce,credit,2025-03-26T19:57:41.081414,1194.27,payment,"Arias, Thompson and Jackson",Donaldmouth,False,False,13383.04,14577.31,False,
7b8090b6-cfcf-4102-ae0d-b326d1c3adc2,b148e1d0-e1e4-4da1-b506-dadc81d0ffb5,savings,2025-04-08T02:35:09.091459,1817.47,deposit,"Brown, Howard and Smith",East Lisa,False,False,14814.25,16631.72,False,
44e571f0-d1ec-4ccb-9d61-8b0859a8fe3a,a47d59f2-0db1-4be5-aee7-ef614ded4b32,credit,2025-02-26T23:09:34.272880,1139.42,withdrawal,"Delgado, Ortiz and Vasquez",Burnsland,True,False,8068.85,6929.43,False,
e5601700-35bd-4ec7-89c1-bfbbe730231c,d1f0b776-6749-4c4b-ae06-b4e802c02a87,savings,2025-03-20T15:52:04.680863,1252.9,transfer,Carter LLC,New Keith,False,False,97466.74,96213.84,False,
84c7b33c-865b-4898-8e4f-9c13fb2c3f6c,58d8978d-5ea6-4bf7-a3dc-ed6078d1a1a4,credit,2025-03-24T22:44:17.084831,483.53,transfer,"Newton, Cannon and Dunn",North Korea,True,True,61288.05,60804.52,True,simulated_high_risk_country
79c01002-61b1-43ba-a916-a8d0b5d112eb,dcf19629-7cb4-40dd-a977-59310d3858ef,credit,2025-01-11T07:38:52.642434,1380.3,deposit,Weaver-Sherman,Paynechester,False,False,87760.4,89140.7,False,
1c693ca5-22da-470c-8595-242fd4069e05,7ee8a263-be67-46f6-a314-afa41011c002,checking,2025-02-14T05:41:32.971274,579.77,transfer,"Potter, Evans and Kidd",Bakerland,False,False,1550.72,970.95,False,
84df5088-a2ec-49ee-addf-9beaafdd7c2b,8fa45790-b6db-4ce7-bb38-ec5f1d8adbba,checking,2025-03-11T10:21:31.336602,1376.33,purchase,Rowe and Sons,Port Joan,False,False,74954.37,73578.04,False,
a5eed238-6096-4c69-bb80-0a80128db0ed,dcf19629-7cb4-40dd-a977-59310d3858ef,credit,2025-01-06T23:31:48.517242,233.98,deposit,"Bishop, Patterson and Jensen",Port Jamie,False,False,89140.7,89374.68,False,
f33046d0-ef5e-4fa4-aefa-36365c484f2d,8cc577b1-0b93-4502-b8d6-7e7dd1a69f12,credit,2025-01-30T11:36:18.022196,1654.13,withdrawal,Patel-Carlson,West Tiffany,True,False,81264.75,79610.62,False,
0b5a9faa-c387-4546-9e7f-dab5fa8c8b3d,b567e5f8-f5c8-4d32-912a-d4c9b5d093e0,savings,2025-04-03T13:37:39.586030,1499.17,payment,"Adams, Hodge and Duke",East Sydneychester,False,False,16131.29,17630.46,False,
c27f887e-1ecb-4b52-9259-dd3895c66c6d,3c6b9395-7788-4bb8-9887-f6f0d4971832,credit,2025-02-02T10:50:44.144238,253.09,deposit,Camacho-Martinez,East Dustin,False,False,26926.79,27179.88,False,
54901089-3fa8-4257-99c6-12558baba510,13643409-b6ec-41dc-9ddd-6c5692b65028,credit,2025-03-05T17:10:44.079682,1003.44,withdrawal,Juarez Ltd,Burnsshire,False,False,-83337.71,-84341.15,False,
768b2e21-63e4-4d83-84a6-40fdae2f2dbe,a47d59f2-0db1-4be5-aee7-ef614ded4b32,credit,2025-03-11T23:49:38.302022,84.52,payment,"Perry, Hayes and Schultz",South Zacharyview,False,False,6929.43,7013.95,False,
86474aa7-9550-42c0-98e5-18cca2a04a9e,9eb91e27-4b8d-45be-bf75-b88f56f85acb,credit,2025-03-15T15:25:44.973458,504.48,payment,Gibson-Freeman,Port Kimland,True,False,61388.13,61892.61,False,
fa0af023-b782-4873-8194-196e1d61c4d1,3b7d60de-b00e-450f-bcbe-ddda60ec0c47,savings,2025-04-08T12:58:56.054474,1154.61,withdrawal,Reid-Terry,Port Amandaborough,False,False,89195.03,88040.42,False,
5b551fee-a205-4fdf-ba97-e705cf65b396,8f16d08b-b3c6-4c26-a548-c3ea1cf027c4,checking,2025-01-14T03:46:59.814665,21302.52,withdrawal,Simpson LLC,Matthewshire,False,False,22924.0,1621.48,True,simulated_account_draining
d8e7e69d-7b73-46a8-b9e0-386e000eb0d7,291b8692-4cd9-4a56-8247-f8df949fa180,checking,2025-01-02T15:22:08.781652,874.59,payment,Kramer-Shannon,North Corymouth,False,False,82771.32,83645.91,False,
297d2d7b-fef1-4b2a-a42f-d7e7e65b946a,65c7a13e-bd53-45e1-9a2a-d109f66f5f53,checking,2025-03-30T21:04:35.114439,699.18,deposit,Alexander Inc,Harrisberg,False,False,97283.39,97982.57,False,
f133d0b7-6252-48e6-b047-0f0f6c86d3de,1e5eebf8-47c5-4b17-af5d-4201d8985f61,savings,2025-01-26T05:27:12.660427,64006.16,withdrawal,Moore-Cantu,Clarencestad,False,False,67347.34,3341.18,True,simulated_account_draining
19a3c6cb-2939-4f39-8e44-514d796dca3e,9eb91e27-4b8d-45be-bf75-b88f56f85acb,credit,2025-02-13T05:54:05.037733,78.21,payment,Beck-Banks,South Conniebury,True,False,61892.61,61970.82,False,
c803a6c3-9769-49b1-be5d-7b2e1c8ce8fb,21d862a2-d097-4d92-9af2-e5f3cee1c720,checking,2025-03-01T19:32:45.771693,1730.5,deposit,Padilla Inc,South Christian,False,False,89884.47,91614.97,False,
010f565f-3de2-43b8-9bb7-d05db74a772d,d2da3538-083a-421b-a7e2-7f19d87347e2,credit,2025-02-18T03:06:09.136910,926.64,payment,"Frazier, Smith and Dominguez",Port Robertberg,True,False,75336.9,76263.54,False,
10f2fc02-0075-43b5-a6d2-3e9587ce2461,64e7aea9-713b-41fd-ae72-adb4cf7e5d38,credit,2025-01-14T19:35:07.219640,1521.18,deposit,Reyes Ltd,North Lawrenceport,False,False,20684.93,22206.11,False,
2e96ba8c-55b2-4a9b-98e3-5f31b13e4079,fe4e2f58-374f-4aa1-a047-d1f330f7b60f,checking,2025-01-01T20:29:32.425307,62109.17,withdrawal,May Ltd,North Alyssa,False,False,60768.88,-1340.29,True,simulated_high_amount
6582efc2-3010-4de0-bc98-c308616d448e,ed6ce4fb-5fa3-4487-a45c-2c9eb6bf82e8,checking,2025-02-14T13:42:20.966254,1599.63,payment,"Martin, Bell and Lewis",South Christina,False,False,94572.45,96172.08,False,
068d40dd-7022-4ba7-9971-3ac707810538,1716a2e6-ae06-4e32-91e5-7d84273ef946,savings,2025-03-15T13:11:52.120920,32.28,payment,Miller Inc,Port David,False,False,90070.88,90103.16,False,
